id,gender,age in 1st year,age at graduation,ethnicity,GPA 1st Year,GPA 2nd Year,GPA 3rd Year,GPA 4th Year,GPA - 5th Year,Job Placement - 3rd Year,Job Placement - 4th Year,Job Placement - 5th Year,Year of Graduation
808e5cda-46ad-58fc-ac2b-a4721ce42a96,M,18,21,ASIAN,3.58,3.58,3.58,3.58,,,,,4th Year
80ece61f-8a6d-56bc-bd36-58e99a6c2f6b,M,18,21,HISPANIC LATINO AMER,3.61,3.61,3.61,3.61,,,Yes,,4th Year
81028470-f4aa-5786-9b1e-bb00c191f6a2,M,18,21,CAUCASN,3.43,3.43,3.43,3.43,,,Yes,,4th Year
8147e17c-c752-59ce-a665-73321b472dcc,M,18,21,CAUCASN,3.55,3.41,3.41,3.55,,,,,4th Year
814b17ef-25fe-58df-8ac1-69662020f5b8,F,18,21,ASIAN,3.35,3.35,3.35,3.35,,,Yes,,4th Year
816d3fc6-6a91-516f-9635-2a9b51f6cad4,M,18,21,AFRO-AM,3.47,3.47,3.47,3.47,,,,,4th Year
81935715-a64e-58d9-828f-bc4e9b18b0b4,M,18,21,ASIAN,3.35,3.35,3.35,3.35,,,Yes,,4th Year
8194bbd7-a83d-516a-be34-7e7db3ec1c13,M,18,21,ASIAN,3.09,3.09,3.09,3.09,,,,,4th Year
8209e56e-638d-50b7-a6ae-24eb1958e1aa,M,18,21,ASIAN,3.86,3.86,3.86,3.86,,,Yes,,4th Year
8268ea87-18e9-523d-84f7-4062fde62844,M,18,21,AFRO-AM,3.44,3.25,3.25,3.44,,,Yes,,4th Year
827d7c08-7ac8-5cee-9d95-05be475e8cb6,M,18,21,CAUCASN,2.41,2.49,2.53,3.02,,,,,4th Year
82a01c29-bd6e-5f61-9e94-c48235965a8d,M,18,21,ASIAN,3.2,3.2,3.2,3.2,,,,,4th Year
8323f395-29a4-59cb-88cf-60a52553585f,M,18,21,HISPANIC LATINO AMER,2.98,2.98,3.06,3.19,,,,,4th Year
83a398b9-ac01-5973-9c79-67b6065a83e5,M,18,21,CAUCASN,3.09,3.09,2.8,3.09,,,,,4th Year
83c82800-39e9-57c1-bb4a-229a1c7e324f,M,18,21,CAUCASN,3.45,3.31,3.31,3.45,,,Yes,,4th Year
83cd47df-19e3-54d1-a3f6-c9f5ee9486ce,M,18,21,CAUCASN,3.78,3.61,3.61,3.51,,,Yes,,4th Year
83f23e02-7073-5b6f-b86a-c15ea74b00c4,M,18,21,ASIAN,3.11,3.11,3.03,3.11,,,,,4th Year
845c02e0-6f34-52f5-8e98-f9b4eb1edb33,F,18,21,CAUCASN,2.54,2.86,3.01,3.03,,,,,4th Year
846251b5-b5ef-54ac-87eb-94ddc232956c,M,18,21,CAUCASN,3.09,3.09,2.81,3.09,,,,,4th Year
84fc5064-6734-5a27-a951-d430c0ef7282,M,18,21,ASIAN,2.73,2.89,3.05,3.04,,,,,4th Year
8510b39c-a8ef-5374-beab-de9cb5776ea5,M,18,21,CAUCASN,2.96,2.96,3.01,3.03,,,,,4th Year
85685d04-7093-5658-912a-355952bc2e3e,M,18,21,CAUCASN,2.74,2.97,2.97,3.04,,,,,4th Year
859a627c-33bf-5966-9e00-981a7b929376,M,18,21,CAUCASN,3.1,3.1,2.95,3.1,,,,,4th Year
86e53870-44d8-5ee3-9c2d-c775e4364098,M,18,21,CAUCASN,3.5,3.5,3.5,3.5,,,Yes,,4th Year
870eeaea-587b-574e-bf4d-1db4610c76b9,M,18,21,CAUCASN,3.2,3.2,3.2,3.2,,,,,4th Year
87219369-80ec-53d0-9770-3e25c2eadec8,M,18,21,AMER-IND,3.48,3.48,3.48,3.48,,,,,4th Year
874ba916-4877-5413-b6b2-345eb22eedc7,F,18,21,AFRO-AM,3.62,3.62,3.62,3.62,,,Yes,,4th Year
87852f1d-f112-5749-9678-1d13b1a1a621,F,18,21,HISPANIC LATINO AMER,3.63,3.37,3.37,3.63,,,Yes,,4th Year
87a7a11d-6377-55fd-bcb2-ef6ee8900c30,F,18,21,CAUCASN,2.64,2.65,2.65,3.25,,,Yes,,4th Year
8817edca-7a4c-5b2c-b806-c8872d7e828b,M,18,21,HISPANIC LATINO AMER,3.17,3.17,3.17,3.17,,,,,4th Year
8827a67b-ad61-5a20-89cf-8b583bc7f755,M,18,21,AFRO-AM,3.05,2.74,3.05,3.05,,,Yes,,4th Year
889f992c-20ac-53c2-b2a7-733b10d95187,M,18,21,HISPANIC LATINO AMER,3.44,3.26,3.26,3.44,,,Yes,,4th Year
88b7a513-aadd-5c70-ab14-d7eff516c492,M,18,21,CAUCASN,2.65,2.74,3.07,3.25,,,Yes,,4th Year
891d255d-44e6-5685-beb2-2a67c6190562,M,18,21,CAUCASN,2.77,2.77,2.77,3.09,,,Yes,,4th Year
8996113d-3ad7-5582-95f1-2ff236d17e7e,M,18,21,ASIAN,3.19,3.19,2.98,3.19,,,Yes,,4th Year
89c9170e-4e5f-5960-ba27-9a6bfa29460e,F,18,21,ASIAN,2.91,2.91,3.15,3.08,,,,,4th Year
8a103c77-cef8-5679-96fe-f1ca676b2ddc,M,18,21,CAUCASN,3.31,3.31,3.31,3.31,,,,,4th Year
8a885790-e621-51e0-af7d-982ca8fa0836,M,18,21,HISPANIC LATINO AMER,2.59,3.02,3.16,3.07,,,Yes,,4th Year
8a8862e1-8f16-5235-abfa-7da39d1bc2a3,F,18,21,CAUCASN,3.19,3.19,3,3.19,,,Yes,,4th Year
8aa7dd79-aa83-599a-b8be-42e76f41730c,M,18,21,HISPANIC LATINO AMER,3.2,3.2,3.2,3.2,,,,,4th Year
8aacce57-c970-502c-ae58-cd8a40b2dfd9,F,18,21,HAW/PAC,3.21,3.21,3.21,3.21,,,,,4th Year
8b077841-09c8-5855-8ed6-d04f2af91091,M,18,21,ASIAN,2.66,2.66,2.73,3.25,,,Yes,,4th Year
8b2d999e-43c3-5a8c-b6ea-5b059c244feb,M,18,21,ASIAN,2.61,2.45,2.48,3.07,,,,,4th Year
8b9b54d4-0c3b-5301-b7d9-a4be4a617eab,F,18,21,CAUCASN,3.11,3.11,3.04,3.11,,,,,4th Year
8bce8432-f8fa-5b8b-8ffa-3078c685c827,M,18,21,CAUCASN,3.77,3.56,3.56,3.46,,,,,4th Year
8bd123eb-937c-549c-94bf-d1196e6a77d6,M,18,21,ASIAN,3.06,3.06,3.06,3.06,,,Yes,,4th Year
8bd2fece-67e8-5c96-bb50-41a5c3a83bb5,M,18,21,CAUCASN,3.35,3.35,3.35,3.35,,,Yes,,4th Year
8c86eafb-3cea-5016-8560-8bd8c12fcc28,M,18,21,ASIAN,3.56,3.51,3.51,3.56,,,,,4th Year
8cd3133b-d955-5cd3-bea2-6efe31178fcf,M,18,21,HISPANIC LATINO AMER,2.76,2.76,2.76,3.02,,,,,4th Year
8cdb99a6-aec9-5b16-a552-15350a43d97a,M,18,21,ASIAN,3.36,3.36,3.36,3.36,,,Yes,,4th Year
8d764e28-83e4-59ee-a011-7019c999444e,M,18,21,CAUCASN,2.42,2.5,2.55,3.02,,,,,4th Year
8d827ed5-2e14-5298-9b43-6af673e527a9,M,18,21,ASIAN,2.81,2.81,2.81,3.11,,,,,4th Year
8d8dbc4c-bd4e-5b1d-b4e0-73744aa71a6c,M,18,21,CAUCASN,3.45,3.32,3.32,3.45,,,Yes,,4th Year
8e007f03-66c5-52bf-b32b-071edf5f7778,M,18,21,CAUCASN,3.3,3.3,3.3,3.3,,,Yes,,4th Year
8e3c85cd-4ee4-5d5d-8bcf-bd8d294a359e,M,18,21,CAUCASN,3.5,3.5,3.5,3.5,,,Yes,,4th Year
8e6db35a-d368-5c2d-a24c-c6254a391b55,F,18,21,ASIAN,3.51,3.34,3.34,3.51,,,,,4th Year
8f7f824a-43fd-52f5-acfb-e7e52b6413b2,M,18,21,HISPANIC LATINO AMER,3.4,3.4,3.4,3.4,,,Yes,,4th Year
8f8b5358-3249-5707-9ba5-b46ed883e08a,M,18,21,HISPANIC LATINO AMER,3.51,3.35,3.35,3.51,,,,,4th Year
8f94eb49-b9ff-5574-93a8-6d79ad386d1a,M,18,21,CAUCASN,3.41,3.24,3.24,3.41,,,,,4th Year
8fe0090e-0e8b-568a-9277-b15a4eb65c9e,M,18,21,HISPANIC LATINO AMER,3.32,3.32,3.32,3.32,,,Yes,,4th Year
8ff264f5-6e64-5f6a-8f1e-8da04f911401,M,18,21,ASIAN,3.21,3.21,3.21,3.21,,,,,4th Year
90880478-1288-5361-961d-fdc58f09b58c,M,18,21,ASIAN,2.67,2.67,2.86,3.25,,,Yes,,4th Year
90bff43b-1d45-53d2-95b4-72708a53a96f,F,18,21,ASIAN,3.11,3.11,3.05,3.11,,,,,4th Year
90fc13ef-6b4a-5be4-92e3-103949fbf4e8,F,18,21,ASIAN,2.97,3.11,3,3.13,,,Yes,,4th Year
9122cac1-e7ea-5241-97ed-d8c1c8fd6c1f,M,18,21,HISPANIC LATINO AMER,3.7,3.54,3.54,3.7,,,Yes,,4th Year
918b4a9c-b2be-5970-a867-1203d40809dd,M,18,21,CAUCASN,3.63,3.38,3.38,3.63,,,,,4th Year
932d7838-6fd9-5f3a-bb52-6ba4697cb141,M,18,21,HISPANIC LATINO AMER,3.81,3.68,3.68,3.58,,,Yes,,4th Year
93868795-0876-5f1c-8a5e-851806cd2e3e,M,18,21,AMER-IND,3.09,3.09,3.03,3.23,,,,,4th Year
93960aed-3606-515b-86ab-5a3a57f49e97,M,18,21,CAUCASN,3.52,3.43,3.43,3.52,,,,,4th Year
9463c72d-54a1-5e03-b8d0-eb525ae5100b,M,18,21,CAUCASN,3.2,3.2,3.2,3.2,,,,,4th Year
947bd457-dad9-5a67-82bc-e3d13df86079,M,18,21,HISPANIC LATINO AMER,2.68,2.68,2.97,3.25,,,Yes,,4th Year
94a0c8e3-9ffe-55c7-b0a3-e7092750e1ab,M,18,21,ASIAN,3.39,3.26,3.26,3.39,,,Yes,,4th Year
956196be-e2bf-5581-92b1-a9073e4b5c44,M,18,21,HISPANIC LATINO AMER,3.75,3.75,3.75,3.35,,,,,4th Year
95a07016-7f9e-5958-9dd4-aac6fc7d207e,M,18,21,HISPANIC LATINO AMER,3.6,3.6,3.6,3.6,,,,,4th Year
96100a5c-856f-5c37-82e8-a6380ff5dea0,M,18,21,CAUCASN,3.62,3.62,3.62,3.62,,,Yes,,4th Year
96377b14-73e7-51ad-b5f3-65a76f19d86f,M,18,21,CAUCASN,2.69,2.69,2.69,3.25,,,Yes,,4th Year
969485d3-955b-582c-a2c5-b3db9370c91b,F,18,21,HISPANIC LATINO AMER,2.55,2.89,2.89,3.03,,,,,4th Year
969ac210-81de-588c-b553-a8b6b383ad2e,M,18,21,ASIAN,3.64,3.45,3.45,3.64,,,,,4th Year
96c7741b-036e-5e45-b16e-1b108058d0d5,M,18,21,HISPANIC LATINO AMER,3.1,3.1,3.01,3.1,,,,,4th Year
96e11715-e82d-5a67-a487-4a50e227138c,F,18,21,ASIAN,3.36,3.36,3.36,3.36,,,Yes,,4th Year
96eb6021-e8f6-5d15-a5e6-29d5e906d5d9,M,18,21,ASIAN,3.39,3.28,3.28,3.39,,,Yes,,4th Year
97035387-a5ab-53e4-a56d-6c199d3bf9dd,F,18,21,ASIAN,3.75,3.75,3.75,3.36,,,,,4th Year
976bd374-6219-5f72-a043-80a8933f7a67,M,18,21,ASIAN,3.43,3.43,3.43,3.43,,,Yes,,4th Year
97e23df8-550a-559b-96a0-c3ad83898cf0,M,18,21,HISPANIC LATINO AMER,3.6,3.6,3.6,3.6,,,,,4th Year
9879bcf9-a3c2-5f5d-968a-21487e1d73fc,M,18,21,ASIAN,3.46,3.41,3.41,3.46,,,,,4th Year
98aa19dc-aeb2-58fd-bfb1-3d95db8e4058,M,18,21,HISPANIC LATINO AMER,3.33,3.33,3.33,3.33,,,,,4th Year
98f29579-7a64-5eb2-b340-b08148509ded,M,18,21,ASIAN,3.6,3.6,3.6,3.6,,,,,4th Year
990a5a2a-5519-5d8e-a8eb-fa45f55cfb4f,F,18,21,CAUCASN,3.35,3.35,3.35,3.35,,,,,4th Year
993f7747-1627-5cdb-85ff-63f03ffd37e5,F,18,21,CAUCASN,3.12,3.12,3.12,3.12,,,Yes,,4th Year
9947cc03-30bc-519b-bd35-eec93ba08041,M,18,21,HISPANIC LATINO AMER,3.82,3.7,3.7,3.6,,,Yes,,4th Year
99e78599-1fea-5762-9100-0e06dc44dbda,M,18,21,CAUCASN,3.61,3.61,3.61,3.61,,,Yes,,4th Year
9a0d4e91-acb9-539e-ab03-ee7ff5a83c5f,F,18,21,CAUCASN,3.61,3.61,3.61,3.61,,,Yes,,4th Year
9a326044-89ac-58c5-88ca-ad7c6dd70626,F,18,21,ASIAN,3.61,3.61,3.61,3.61,,,Yes,,4th Year
9a4dba1a-6db6-500b-bf6a-4dfe01f52b98,M,18,21,ASIAN,3.12,3.12,3.12,3.12,,,Yes,,4th Year
9a50f4c8-26b8-53f3-b6b3-b3e1b71b22df,M,18,21,ASIAN,3.77,3.57,3.57,3.47,,,,,4th Year
9ac5b99c-2328-591b-8557-364ab1d88b6d,M,18,21,CAUCASN,2.56,2.91,3.17,3.03,,,,,4th Year
9ac9c0e0-323d-5f24-95b3-317505156fdd,M,18,21,CAUCASN,3.36,3.36,3.36,3.36,,,Yes,,4th Year
9af2e4d8-75a7-567d-a2eb-af3850e14a92,F,18,21,HISPANIC LATINO AMER,3.28,3.28,3.28,3.28,,,Yes,,4th Year
9d21c946-2a10-52f2-9d31-1e80ef2a94ef,M,18,21,ASIAN,3.29,3.29,3.29,3.29,,,,,4th Year
9d9b1a22-25fb-5cc0-94bc-4c5c10d2443c,M,18,21,HISPANIC LATINO AMER,3.28,3.28,3.28,3.28,,,Yes,,4th Year
9daf2d46-9023-546e-ad90-d8c872dfa943,M,18,21,CAUCASN,3.31,3.31,3.31,3.31,,,,,4th Year
9e357e25-81e0-5900-8e42-721ff9b981a1,F,18,21,ASIAN,3.04,2.7,2.7,3.13,,,Yes,,4th Year
9e6f7cc0-438c-55b0-b7b1-d84bb2d9d563,M,18,21,ASIAN,3.39,3.3,3.3,3.39,,,Yes,,4th Year
9e929b2b-26f5-53d1-b0ef-fc5ca308adf1,M,18,21,ASIAN,2.98,2.98,3.07,3.2,,,,,4th Year
9f18a089-af95-5faa-93ab-1dcc49e4f8d3,F,18,21,CAUCASN,3.65,3.53,3.53,3.65,,,,,4th Year
9f3df27d-a8c1-50d1-b2a1-4e0f4a0b7aaf,M,18,21,HISPANIC LATINO AMER,3.31,3.31,3.31,3.31,,,,,4th Year
9f3e45f6-152e-5758-b846-d5882902a316,M,18,21,CAUCASN,3.11,3.11,3.06,3.11,,,,,4th Year
9fa2647b-68c9-5c17-a788-d51d9b751cac,M,18,21,ASIAN,2.63,2.61,2.58,3.07,,,Yes,,4th Year
9faf5e00-1714-51ac-9738-da14032ce1d8,M,18,21,CAUCASN,3.1,3.1,2.98,3.23,,,,,4th Year
a0309e66-46b2-5110-a262-4ec59ff0be2f,F,18,21,HISPANIC LATINO AMER,4,3.92,3.92,3.91,,,,,4th Year
a0c9cbcf-057b-5bfa-b133-1a8aa99a6041,M,18,21,ASIAN,3.83,3.83,3.83,3.61,,,Yes,,4th Year
a0f160f4-1612-5a28-8cb4-7d32a1b90908,F,18,21,CAUCASN,3,2.95,3.17,3,,,,,4th Year
a1ab0281-7390-5832-b873-ef9d6983b603,M,18,21,HISPANIC LATINO AMER,3.39,3.32,3.32,3.39,,,Yes,,4th Year
a2abc7e4-553d-59c7-aa64-75a66c73a29d,M,18,21,CAUCASN,2.57,2.96,2.96,3.03,,,,,4th Year
a2bcde07-143a-508d-86ed-7e0b1532ba46,M,18,21,CAUCASN,3.47,3.47,3.47,3.47,,Yes,,,4th Year
a352c82f-c809-54fc-b981-5a786778e372,M,18,21,ASIAN,3.57,3.57,3.57,3.57,,,,,4th Year
a39bdd67-329b-5d20-8be4-ab126e83e7f6,F,18,21,HISPANIC LATINO AMER,3.39,3.34,3.34,3.39,,,Yes,,4th Year
a3da7818-4660-5f80-b229-7d9b85adbe38,M,18,21,CAUCASN,2.7,2.7,2.7,3.25,,,Yes,,4th Year
a3eca510-b67a-568b-a8b0-b401d248f517,M,18,21,HISPANIC LATINO AMER,3.29,3.29,3.29,3.29,,,,,4th Year
a3f32cd6-c526-52ab-a49c-b8e3c1f74471,M,18,21,ASIAN,2.77,2.77,2.77,3.1,,,,,4th Year
a3faad3c-8df7-58b6-95dd-548acc6ae849,F,18,21,HAW/PAC,3.5,3.5,3.5,3.5,,,Yes,,4th Year
a4644a65-3702-5274-82df-c470ef884346,M,18,21,HISPANIC LATINO AMER,3.05,2.79,2.79,3.13,,,Yes,,4th Year
a4b95ae1-51a7-562c-9904-8dfa8703fbdc,M,18,21,CAUCASN,3.19,3.19,3.02,3.19,,,Yes,,4th Year
a4c2a64c-a2d2-531c-8428-37f9edf8b11e,M,18,21,ASIAN,3.38,3.38,3.38,3.38,,,,,4th Year
a5396655-2b22-56b7-9192-02fa3f080ed8,M,18,21,CAUCASN,3.3,3.3,3.3,3.3,,,Yes,,4th Year
a64d785f-1c25-56b3-816b-8c42ece44144,M,18,21,HISPANIC LATINO AMER,3.32,3.32,3.32,3.32,,Yes,Yes,,4th Year
a655f18f-eee2-5243-8b50-56ddeaab3156,M,18,21,ASIAN,2.93,2.93,2.93,3.08,,,,,4th Year
a67b1306-5fe0-5b98-a686-c822af4d3f3a,F,18,21,AFRO-AM,3.56,3.52,3.52,3.56,,,,,4th Year
a6a236da-55f6-5a50-9a2d-52d1ae0dc72c,M,18,21,CAUCASN,3.51,3.36,3.36,3.51,,,,,4th Year
a6ac925a-4ded-569d-a26d-cd6ae0d62f21,M,18,21,HISPANIC LATINO AMER,3.33,3.33,3.33,3.33,,,,,4th Year
a7901c86-8d31-5b25-9a61-b1df732a4a9f,M,18,21,ASIAN,2.71,2.71,2.71,3.25,,,Yes,,4th Year
a79755a9-c318-548e-ac8e-83c7c857c7a7,M,18,21,CAUCASN,3,3,3.11,3,,,Yes,,4th Year
a7f6b5de-cbdd-5645-aa3a-29c13cf14b8d,F,18,21,ASIAN,3.32,3.32,3.32,3.32,,,Yes,,4th Year
a83548c4-ebbc-5260-9e7f-d9ba42b1d47e,M,18,21,CAUCASN,2.96,2.88,2.88,3.04,,,Yes,,4th Year
a837b256-7a22-51e4-9012-dd922de8f09f,M,18,21,AMER-IND,2.86,3.05,3.23,3.26,,,Yes,,4th Year
a8693a8b-c25e-5270-a339-4dbd6f67ecbe,M,18,21,CAUCASN,2.76,2.76,2.76,3.03,,,,,4th Year
aa6a1113-7c48-5e34-85c1-098742eb4e32,F,18,21,HISPANIC LATINO AMER,3.12,3.12,3.12,3.12,,,Yes,,4th Year
aa6a3093-f682-598e-a166-45b1dcce4807,M,18,21,ASIAN,2.58,2.98,3.08,3.03,,,,,4th Year
aa7d31d7-4455-5abe-921f-b426ada63518,F,18,21,ASIAN,2.98,2.98,3.04,3.27,,Yes,Yes,,4th Year
aaf8083c-1bed-50d7-95a5-8fedacbf88d4,F,18,21,ASIAN,3.62,3.3,3.3,3.62,,,Yes,,4th Year
ab397a38-b581-5572-874a-140916930524,M,18,21,HISPANIC LATINO AMER,3.52,3.44,3.44,3.52,,,,,4th Year
ab6e64f1-0a7a-5193-b297-853adec23b0b,M,18,21,CAUCASN,3,3,3.13,3,,,,,4th Year
abb50675-fc7b-5fc2-910d-7577643739fc,M,18,21,AFRO-AM,3.22,3.22,3.22,3.22,,Yes,,,4th Year
abb7faa1-c5f7-56d9-abee-b06c0f724fd0,F,18,21,ASIAN,3.92,3.8,3.8,3.72,,,,,4th Year
abd780f2-0283-5fe0-813e-939126e858e8,M,18,21,HISPANIC LATINO AMER,2.78,2.64,2.64,3.01,,,,,4th Year
ac10dfc7-4d31-5663-b983-9f35484eadd7,F,18,21,ASIAN,3.54,3.54,3.54,3.54,,Yes,,,4th Year
ac7fb3eb-9d2d-59ac-92d8-a89d16deed78,M,18,21,ASIAN,3.75,3.75,3.75,3.37,,,,,4th Year
ac82a11e-11d5-5533-ba8e-ee2bbf8d9a90,F,18,21,CAUCASN,3,3,3.15,3,,,,,4th Year
ac8a1180-11eb-53ed-a0a3-215ef7089f3f,F,18,21,CAUCASN,3,3,3.17,3,,,,,4th Year
ae416570-e725-5266-94fb-65a85020196a,M,18,21,HISPANIC LATINO AMER,3.45,3.33,3.33,3.45,,,Yes,,4th Year
ae5c7b51-92bb-5d8a-859f-0984ff10d556,M,18,21,ASIAN,2.87,3.15,3.15,3.26,,,Yes,,4th Year
aea8238e-fd2a-576c-aa8a-73ab657e86f8,M,18,21,CAUCASN,3.09,3.09,2.82,3.09,,,,,4th Year
aef53b87-86ef-5363-b814-79ef7a93a2be,M,18,21,CAUCASN,3,3,3.19,3,,,,,4th Year
af2380de-8b68-5893-9ca0-343356854146,M,18,21,CAUCASN,3,3,3.21,3,,,Yes,,4th Year
af35345e-3262-541e-b437-cb1d65ec9276,M,18,21,CAUCASN,2.88,2.88,3.05,3.26,,,Yes,,4th Year
af4a885a-1e0f-564b-bb4e-35f68cd2a5ac,M,18,21,CAUCASN,3.4,3.4,3.4,3.4,,Yes,,,4th Year
afb5e9b3-42ba-5514-8286-f3abd0f73ddc,F,18,21,ASIAN,3.34,3.34,3.34,3.34,,,Yes,,4th Year
afb858e2-02f7-5511-b7e0-3398433aae45,M,18,21,HISPANIC LATINO AMER,3.53,3.52,3.52,3.53,,,,,4th Year
afcde69e-bcc2-54f3-b0e1-e1dcffebc454,M,18,21,HISPANIC LATINO AMER,2.59,3.01,3.12,3.03,,,,,4th Year
afe3f75f-2baf-50e7-9e27-f964a2635be8,M,18,21,ASIAN,3.19,3.19,3.04,3.19,,,Yes,,4th Year
b0166434-21fd-5372-b9ad-a7de115458cd,F,18,21,CAUCASN,2.75,2.75,2.75,3.04,,,,,4th Year
b01cd420-c591-514f-b706-f04b735cf76d,M,18,21,HISPANIC LATINO AMER,3.22,3.22,3.22,3.22,,,,,4th Year
b105eae1-caf5-586a-935d-98ec61171435,F,18,21,ASIAN,3.75,3.75,3.75,3.38,,,,,4th Year
b14eb73a-d16d-54a1-b315-5ba8559ea2cd,M,18,21,CAUCASN,3.56,3.53,3.53,3.56,,,,,4th Year
b20edbb9-4689-5028-8a6f-fe978364dd03,M,18,21,HISPANIC LATINO AMER,3.57,3.57,3.57,3.57,,,,,4th Year
b2166e99-15c4-5098-a807-9dace4e98fcf,M,18,21,CAUCASN,2.97,3.12,3.12,3.14,,,Yes,,4th Year
b2dbf570-fd43-56e3-98a5-1bc748030f5b,M,18,21,HISPANIC LATINO AMER,3.17,3.17,3.17,3.17,,,Yes,,4th Year
b300853c-16a8-5821-bed3-9b68933d30c0,F,18,21,ASIAN,4,3.93,3.93,3.92,,,,,4th Year
b300c629-8213-501c-9404-ea495bfb87af,M,18,21,ASIAN,2.76,2.76,2.76,3.04,,,,,4th Year
b3488ce5-da70-505d-9b68-ff1e7bce70b0,M,18,21,CAUCASN,2.81,2.81,3.2,3.11,,Yes,,,4th Year
b3a6a5ac-ca85-59c5-a4af-a08ab0eab1ba,F,18,21,ASIAN,3.14,3.14,3.14,3.15,,Yes,,,4th Year
b48fa241-68ad-5bd4-a70a-b41586a268a3,M,18,21,AMER-IND,3.31,3.31,3.31,3.31,,Yes,,,4th Year
b5b50084-ffb9-5800-b912-608f0bda50b5,M,18,21,ASIAN,3.47,3.47,3.47,3.47,,Yes,,,4th Year
b5c7f591-f7cc-5de0-8b93-654aa3231651,F,18,21,ASIAN,2.77,2.77,3.05,3.04,,Yes,,,4th Year
b69a224e-a110-5403-8fad-8f2246ba421e,M,18,21,ASIAN,3.11,3.11,3.11,3.23,,Yes,,,4th Year
b6f8752e-9df2-526a-8730-489e53a39beb,M,18,21,CAUCASN,2.99,2.99,3.09,3.27,,Yes,Yes,,4th Year
b7066285-2a11-535a-81b1-5ad2c945eaf0,M,18,21,HISPANIC LATINO AMER,3.64,3.46,3.46,3.64,,,,,4th Year
b77a3b9e-e562-518d-8c25-847d40f28326,M,18,21,CAUCASN,3.32,3.32,3.32,3.32,,Yes,,,4th Year
b78b775c-b521-58ac-aa90-ad6c44d5faeb,F,18,21,ASIAN,3.53,3.53,3.53,3.53,,,,,4th Year
b81c182b-76c0-5982-bfa5-5579dac870b5,M,18,21,CAUCASN,2.72,2.72,2.91,3.25,,,Yes,,4th Year
b81d6590-4409-5565-a494-c5c1d628e526,F,18,21,CAUCASN,3,3,3,3.12,,,Yes,,4th Year
b8240d79-2bff-5f6f-a300-b474d0da7b40,M,18,21,CAUCASN,3.09,3.09,2.83,3.09,,,,,4th Year
b826b903-f62c-50e0-916c-23c431a1a894,M,18,21,ASIAN,3.63,3.39,3.39,3.63,,,Yes,,4th Year
b87f7f30-ca84-53ba-ba3d-f740f23589b8,F,18,21,ASIAN,3.06,3.06,3.14,3.13,,,Yes,,4th Year
b8c8ea09-38d0-530d-ab29-aa5f912e8b7e,M,18,21,CAUCASN,2.96,3.02,3.14,3.05,,,Yes,,4th Year
b8cb0633-5cc3-5758-b8f3-d32da8618be5,F,18,21,ASIAN,3.48,3.48,3.48,3.48,,Yes,Yes,,4th Year
b8e1d82c-d098-5921-86ee-83ab854066cc,F,18,21,HISPANIC LATINO AMER,3.59,3.59,3.59,3.59,,,,,4th Year
b90d9630-0a86-5dde-a80b-57878d7b5269,M,18,21,HISPANIC LATINO AMER,3.19,3.19,3.06,3.19,,,Yes,,4th Year
b90dd1a9-264b-51a8-86bd-c5cef9ff7470,F,18,21,CAUCASN,3,3,3.23,3,,,Yes,,4th Year
b92732cc-e194-5141-9d68-9c215ceafa66,M,18,21,ASIAN,3.32,3.32,3.32,3.32,,,,,4th Year
b92c58f6-6c57-5a8d-b661-303c10e41b63,M,18,21,ASIAN,3.35,3.35,3.35,3.35,,,,,4th Year
b94732fc-d426-5be6-8f05-176297df1b08,M,18,21,CAUCASN,3.29,3.29,3.29,3.29,,,,,4th Year
b993b4c9-87a1-5583-9919-81030aa837f6,F,18,21,HISPANIC LATINO AMER,3.48,3.48,3.48,3.48,,,Yes,,4th Year
b9cd0d70-a2a9-5eff-89b8-4a018eaca174,F,18,21,CAUCASN,3.32,3.32,3.32,3.32,,,,,4th Year
b9d5e857-75aa-5717-b96a-dbfbfd7e532a,M,18,21,ASIAN,2.73,2.87,3.01,3.25,,,Yes,,4th Year
b9ff404d-c90f-5afe-ba0b-1f623bb10e5b,M,18,21,HISPANIC LATINO AMER,3.4,3.4,3.4,3.4,,,,,4th Year
ba214c56-88dd-5787-ba21-f671d432a867,M,18,21,ASIAN,3.58,3.58,3.58,3.58,,,,,4th Year
bc952aa2-e3ad-5ae9-b4ab-efaa7268ceac,M,18,21,ASIAN,2.6,2.6,2.51,3.03,,,,,4th Year
bcb6491b-12d8-5d19-9b8a-f55918c83365,F,18,21,ASIAN,4,3.94,3.94,3.93,,,,,4th Year
bcbfa309-67f0-5394-b215-0c2fed7e7b9f,M,18,21,ASIAN,3.05,2.75,2.75,3.05,,,Yes,,4th Year
bcc8697a-a3d0-5831-9aac-73e312051dcc,F,18,21,ASIAN,3.22,3.22,3.22,3.22,,,,,4th Year
bcca6731-8541-5a34-82ed-d454a14cd98c,F,18,21,HISPANIC LATINO AMER,3.62,3.31,3.31,3.62,,Yes,Yes,,4th Year
bdb5d5c8-59e3-5ace-b962-e0e587404644,F,18,21,ASIAN,3.48,3.48,3.48,3.48,,,Yes,,4th Year
bddbd9c3-41e7-50b0-9283-3e2e880c438c,M,18,21,ASIAN,3,3,3,3.27,,,Yes,,4th Year
be017c73-0c3d-5468-b4be-9e7e18cd7f3e,M,18,21,ASIAN,2.79,2.74,3.04,3.11,,,,,4th Year
