id,gender,age in 1st year,age at graduation,ethnicity,GPA 1st Year,GPA 2nd Year,GPA 3rd Year,GPA 4th Year,GPA - 5th Year,Job Placement - 3rd Year,Job Placement - 4th Year,Job Placement - 5th Year,Year of Graduation
3e4a685d-8d36-5e0c-96a7-5ea0af6a98e3,M,18,21,CAUCASN,3.67,3.4,3.4,3.67,,,Yes,,4th Year
3e660d4e-6b2c-577c-ad94-1ac982bcdd76,M,18,21,CAUCASN,3.89,3.73,3.73,3.65,,,,,4th Year
3e675b75-358e-56d8-a81e-5abe03290629,M,18,21,HISPANIC LATINO AMER,3.16,3.16,3.16,3.24,,,,,4th Year
3e7b5641-8c55-5c41-86f4-23641fb8f7f2,M,18,21,ASIAN,2.85,3,3,3.05,,,,,4th Year
3e8774e2-764a-5125-8982-fa881680a6fe,F,18,21,CAUCASN,3.54,3.57,3.57,3.54,,,,,4th Year
3efd54ab-9976-5e74-81ea-a228a69b2872,F,18,21,ASIAN,4,3.9,3.9,3.89,,,,,4th Year
3f30bb99-0a88-5170-9e6c-f7079eb7edb1,M,18,21,HISPANIC LATINO AMER,2.86,3.1,2.89,3.05,,,,,4th Year
3f44d635-1cec-5fd9-aeca-b7616ee1663c,M,18,21,CAUCASN,2.47,2.62,2.6,3.07,,,,,4th Year
3faabc52-547e-5b6a-9743-5eb9a33d5766,F,18,21,ASIAN,2.71,2.71,2.83,3.04,,,,,4th Year
40065d18-3ed9-5136-adc1-0a83c7bc989e,M,18,21,HISPANIC LATINO AMER,3.56,3.49,3.49,3.56,,,,,4th Year
407bf30f-1ef5-5fcd-8773-b9d965fc59ba,M,18,21,ASIAN,3,2.85,3.01,3,,,,,4th Year
4175a5be-7dca-53ee-84c2-8567b02b3ec4,M,18,21,HISPANIC LATINO AMER,3,2.86,3.01,3,,,,,4th Year
41b3ee99-f2c3-59aa-8e98-96ae51f85b2d,M,18,21,ASIAN,3.51,3.33,3.33,3.51,,,,,4th Year
420e56b5-6734-5a9c-929d-293aa4291ecc,M,18,21,ASIAN,3.31,3.31,3.31,3.31,,,,,4th Year
42178623-d77f-505a-b91b-a668bc7260f2,M,18,21,CAUCASN,3.3,3.3,3.3,3.3,,,Yes,,4th Year
42ca58dc-d8a3-5178-93fe-d474b18a12e7,F,18,21,CAUCASN,3.31,3.31,3.31,3.31,,,,,4th Year
436a4a56-6416-5cd2-b4b3-c30072f002a7,F,18,21,CAUCASN,3.02,2.65,2.65,3.02,,,,,4th Year
440d48d1-63af-58ef-bea7-1ac4c467043e,F,18,21,ASIAN,3.63,3.36,3.36,3.63,,,Yes,,4th Year
44523c1b-eaea-5e6a-92ca-61bd2bd521cf,M,18,21,CAUCASN,3.19,3.19,2.94,3.19,,,Yes,,4th Year
44da1387-4175-5371-9502-47311ee2966e,M,18,21,HISPANIC LATINO AMER,3.37,3.37,3.37,3.37,,,,,4th Year
4519f5b5-2c08-5854-aeff-c1a13a97e128,F,18,21,AFRO-AM,3.21,3.21,3.21,3.21,,,,,4th Year
4578eb02-6836-5472-832a-e80af4a6b996,M,18,21,HISPANIC LATINO AMER,3.32,3.32,3.32,3.32,,,Yes,,4th Year
45f20704-5730-5fe7-b31a-0c4b9ed7a8d4,F,18,21,HISPANIC LATINO AMER,2.49,2.68,3,3.07,,,Yes,,4th Year
460e3068-c790-5187-b7cd-fb81495accff,F,18,21,ASIAN,3.06,3.06,3.06,3.06,,,Yes,,4th Year
468533a8-1a7c-513b-93b4-71997df48ee2,M,18,21,HISPANIC LATINO AMER,3.89,3.74,3.74,3.66,,,,,4th Year
46d6b277-9a12-5a9e-9df6-fd762e684c9e,M,18,21,CAUCASN,3.42,3.33,3.33,3.42,,,Yes,,4th Year
47b16bab-3ede-57e7-bfd9-1c052eb40edb,M,18,21,HISPANIC LATINO AMER,2.51,2.75,2.75,3.07,,,,,4th Year
48679987-7fb1-52a0-957f-baf16e5f7b5d,M,18,21,HISPANIC LATINO AMER,3.33,3.33,3.33,3.33,,,,,4th Year
4875f7cc-4281-5e26-9867-e359b94d140e,M,18,21,HISPANIC LATINO AMER,3.28,3.28,3.28,3.28,,,,,4th Year
48834fe5-da09-58c3-918c-def6afa33831,M,18,21,CAUCASN,3,2.87,3.02,3,,,Yes,,4th Year
48b9b720-193e-583a-b561-4e2d789870c8,F,18,21,ASIAN,3.19,3.19,3.01,3.19,,,Yes,,4th Year
498633fa-1e8e-5eae-af81-a72b410109fb,M,18,21,CAUCASN,3.4,3.4,3.4,3.4,,,Yes,,4th Year
49cb61d0-1927-51ce-80cf-25ee3e04ec21,F,18,21,CAUCASN,3.2,3.2,3.2,3.2,,,,,4th Year
4a0de551-4dba-5263-9cb8-02e3f7c67392,M,18,21,CAUCASN,3.36,3.36,3.36,3.36,,,Yes,,4th Year
4a3b8921-2481-5df7-b028-08afc91344ed,M,18,21,ASIAN,3.43,3.43,3.43,3.43,,,Yes,,4th Year
4a3ea531-2d5e-5850-9683-b6b13216447e,F,18,21,ASIAN,3.09,3.09,3.09,3.09,,,,,4th Year
4a5a73c0-754b-5deb-ad08-f291875e68e4,F,18,21,ASIAN,3.75,3.62,3.62,3.75,,,,,4th Year
4a893448-b5c7-5cd8-9691-4d7dff5dacd4,F,18,21,CAUCASN,3,2.88,2.88,3,,,,,4th Year
4af2781d-e80c-5646-a8e7-5da9df4dda55,M,18,21,ASIAN,3.02,2.66,2.75,3.13,,,Yes,,4th Year
4af7da21-aab3-5539-849d-bacf22a25fd0,M,18,21,ASIAN,3.68,3.46,3.46,3.68,,,Yes,,4th Year
4b6a7e50-7c84-5742-b426-bdcbb92ff828,F,18,21,CAUCASN,3.01,2.88,2.88,3.01,,,,,4th Year
4b922d35-a009-5851-bf78-093592b151cc,F,18,21,HISPANIC LATINO AMER,3.17,3.17,3.17,3.24,,,,,4th Year
4bcd2de8-175c-5856-8f45-d57115d8d5b9,M,18,21,CAUCASN,3.57,3.57,3.57,3.57,,,,,4th Year
4c0eccc1-c8ae-5de0-ad04-30a905a06cc1,M,18,21,ASIAN,3.25,3.25,3.25,3.25,,,Yes,,4th Year
4c4015b6-1ce6-5850-b490-0fe0fe8ccf7d,M,18,21,AFRO-AM,3.32,3.32,3.32,3.32,,,Yes,,4th Year
4c4cba66-b816-5173-bc0b-259317927bc5,F,18,21,CAUCASN,3.55,3.55,3.55,3.55,,,,,4th Year
4c7ac261-6315-510d-9d97-5dbbcefc4075,F,18,21,ASIAN,3.44,3.23,3.23,3.44,,,Yes,,4th Year
4ccca0ff-06d7-5ccc-b4e0-972020ef99c1,M,18,21,ASIAN,3.16,3.16,3.16,3.16,,,,,4th Year
4de4b85c-e78e-5bbd-b4ed-21350bb1206f,M,18,21,CAUCASN,3,2.89,2.89,3,,,,,4th Year
4ea42c3f-9068-55e4-85a3-024dbc32d968,F,18,21,ASIAN,3.22,3.22,3.22,3.22,,,,,4th Year
4ea91431-9454-512c-a555-9c2e14c3ddf3,M,18,21,CAUCASN,2.75,2.75,2.75,3.23,,,,,4th Year
4f22b972-5e0a-5cc1-a1c5-f44d26871bc3,M,18,21,CAUCASN,3.76,3.51,3.51,3.41,,,,,4th Year
5070db96-bd32-5f27-b481-d7043e0fa248,F,18,21,HISPANIC LATINO AMER,3.61,3.61,3.61,3.61,,,Yes,,4th Year
507528d4-0d9f-5a7b-a22f-47967d7aaf4c,M,18,21,ASIAN,3.52,3.42,3.42,3.52,,,,,4th Year
50aa9b28-8da3-5b02-a3a3-9a24fe6f9bc8,M,18,21,ASIAN,2.95,2.95,3.01,3.27,,,Yes,,4th Year
50c79bf9-c837-504b-9ac6-30c49e61880a,M,18,21,ASIAN,3.34,3.34,3.34,3.34,,,Yes,,4th Year
50da9cdb-839d-5672-9066-758e3eb94f39,M,18,21,ASIAN,3.37,3.37,3.37,3.37,,,,,4th Year
51445b0d-60b2-5308-9f8f-e3555d3d319e,M,18,21,ASIAN,3.89,3.75,3.75,3.67,,,,,4th Year
519e7892-fb3f-5473-9c61-656d14019f27,M,18,21,CAUCASN,3.45,3.29,3.29,3.45,,,Yes,,4th Year
51b268a7-461d-53a2-86f5-351a82e5ed09,F,18,21,ASIAN,2.83,2.83,2.83,3.11,,,,,4th Year
5249b5c9-ebd6-52c4-ace1-30e001cae583,F,18,21,ASIAN,3.9,3.77,3.77,3.69,,,,,4th Year
52717d86-424d-5fb2-b4cf-6a572ed59bda,M,18,21,ASIAN,3.53,3.49,3.49,3.53,,,,,4th Year
52ab6b2c-3514-50a4-ac5c-cc448379ff38,M,18,21,ASIAN,3.75,3.63,3.63,3.75,,,,,4th Year
52fb0926-bf9c-5a41-9b1a-3d962478cf97,M,18,21,CAUCASN,3.1,3.1,3,3.1,,,,,4th Year
538ead95-faf3-5c0a-922c-bff05fc463df,M,18,21,CAUCASN,2.53,2.83,2.83,3.07,,,Yes,,4th Year
540c3961-69d1-59ca-9983-40e9c768fe4b,M,18,21,HISPANIC LATINO AMER,3.25,3.25,3.25,3.25,,,Yes,,4th Year
54aebe05-3551-548c-b55a-5ddbbc862045,M,18,21,CAUCASN,3.43,3.43,3.43,3.43,,,Yes,,4th Year
5507d98c-9267-5b2d-bed6-5479032924b1,M,18,21,HISPANIC LATINO AMER,3.25,3.25,3.25,3.25,,,Yes,,4th Year
55147659-efb5-53d1-8e47-a7c0cf56bbf4,M,18,21,ASIAN,4,3.91,3.91,3.9,,,,,4th Year
551adb55-120f-5f69-a209-3180d858dbe2,M,18,21,CAUCASN,3.03,2.68,2.99,3.13,,,Yes,,4th Year
55bac200-45c3-58c7-86d7-f44e645b7081,M,18,21,CAUCASN,3.77,3.52,3.52,3.42,,,,,4th Year
55e4a6e4-73e4-5491-bf88-fff26d68571a,F,18,21,ASIAN,3.78,3.6,3.6,3.5,,,Yes,,4th Year
55ef2435-3011-53ed-ac0f-4e38fd23451c,M,18,21,CAUCASN,3,2.9,2.9,3,,,,,4th Year
55f40a3f-511a-5b06-8c8b-fb7449a27d0c,M,18,21,AMER-IND,3,2.91,3.16,3,,,,,4th Year
560790c3-dd9c-519f-bdbb-0e0f1db7c5bd,F,18,21,ASIAN,3.57,3.57,3.57,3.57,,,,,4th Year
56532044-a3e6-5963-a0d0-005d2c7b2d0c,M,18,21,CAUCASN,3.68,3.47,3.47,3.68,,,Yes,,4th Year
569384f9-a214-5d81-9cdf-315221f3986b,M,18,21,ASIAN,3.25,3.25,3.25,3.25,,,Yes,,4th Year
56bdc36f-7553-5969-92e2-74de56bf83d3,F,18,21,CAUCASN,2.5,2.69,3.03,3.03,,,,,4th Year
57745cd4-9617-5180-afad-c5b9e6383ee7,M,18,21,HISPANIC LATINO AMER,3,2.92,3.2,3,,,,,4th Year
5828a839-bff1-5838-87d3-eec7d46a67d3,M,18,21,AFRO-AM,3.41,3.22,3.22,3.41,,,,,4th Year
5951178a-1766-5361-a6a9-1c3535e5073f,F,18,21,HISPANIC LATINO AMER,3.58,3.58,3.58,3.58,,,,,4th Year
5951efad-8e98-5679-91c3-baddb4767713,M,18,21,HISPANIC LATINO AMER,3.36,3.36,3.36,3.36,,,Yes,,4th Year
595ac917-8dd8-5132-b9e6-292851a9c567,M,18,21,CAUCASN,3.33,3.33,3.33,3.33,,,,,4th Year
59871446-b549-5627-8132-c659d613e882,M,18,21,ASIAN,3.29,3.29,3.29,3.29,,,,,4th Year
5a259cac-4459-50af-ad5e-56b9fa463bf4,M,18,21,CAUCASN,3.75,3.64,3.64,3.75,,,,,4th Year
5a5035dc-61c6-5eb0-b9bd-c17db199ed09,F,18,21,AFRO-AM,3.42,3.34,3.34,3.42,,,Yes,,4th Year
5a7c8c82-5a88-5ebb-a054-f5ceb5853270,M,18,21,CAUCASN,3.01,3.01,3.01,3.01,,,,,4th Year
5a8a22fb-627f-560e-97c4-221d9134f781,F,18,21,ASIAN,3.39,3.22,3.22,3.39,,,Yes,,4th Year
5a8a4773-7a83-5afd-a590-a271c703fb23,M,18,21,ASIAN,3.53,3.5,3.5,3.53,,,,,4th Year
5a9d1e5b-b516-5138-bd15-d781a53a8f32,M,18,21,CAUCASN,3.18,3.18,2.86,3.24,,,,,4th Year
5b1c3bec-70f1-5660-ab05-b441ae2352c5,M,18,21,CAUCASN,2.81,2.81,2.81,3.26,,,Yes,,4th Year
5bba6dfe-2273-558e-9d80-43a7bdcda66c,M,18,21,CAUCASN,2.85,2.95,3.05,3.08,,,Yes,,4th Year
5bd43ba0-85a1-53bf-8ca0-0d0fe705eb5e,F,18,21,ASIAN,3.21,3.21,3.21,3.21,,,,,4th Year
5cff93b6-cf9c-53a5-b4e9-79319b42e4be,F,18,21,ASIAN,3.53,3.51,3.51,3.53,,,,,4th Year
5d10d059-bad4-5560-95e9-047832367bc8,F,18,21,ASIAN,3.77,3.53,3.53,3.43,,,,,4th Year
5d5b44de-4887-527a-98dc-087d6c390b1f,M,18,21,ASIAN,3.75,3.65,3.65,3.75,,,,,4th Year
5d5ec97d-aa72-5237-997e-87a7ed31c530,M,18,21,ASIAN,2.72,2.72,3.01,3.04,,,,,4th Year
5d951ae9-9b17-5d39-8206-296ed2bad5dd,M,18,21,ASIAN,3.75,3.66,3.66,3.75,,,,,4th Year
5da884a6-e9c2-5893-a328-e98b037cf689,M,18,21,ASIAN,3.79,3.65,3.65,3.55,,,Yes,,4th Year
5daee46a-97b4-5ff3-9ccd-fe622871d97a,M,18,21,ASIAN,2.6,2.6,2.52,3.25,,,Yes,,4th Year
5dc85faa-0d7b-5e3c-b50c-8dd6c33b35cb,M,18,21,HISPANIC LATINO AMER,3.09,3.09,3.09,3.09,,,,,4th Year
5df68be7-003a-5c3c-8968-82c2f567cb1b,M,18,21,ASIAN,3.54,3.58,3.58,3.54,,,,,4th Year
5dfc5e78-7412-5efe-b087-79acf5b9b11a,M,18,21,HISPANIC LATINO AMER,3.54,3.54,3.54,3.54,,,,,4th Year
5e1a2e09-0f41-5b05-ad7b-e9ee5ef949f2,F,18,21,ASIAN,3.29,3.29,3.29,3.29,,,,,4th Year
5e95a751-be03-5691-ab22-8196b2c716e6,F,18,21,HISPANIC LATINO AMER,3.31,3.31,3.31,3.31,,,,,4th Year
5efa7a8b-dbe4-5d4d-87d0-c85e2aa78df3,F,18,21,HISPANIC LATINO AMER,2.4,2.48,2.51,3.02,,,,,4th Year
5f0373f9-9702-5ed3-8e48-24231e3061b9,F,18,21,ASIAN,3.59,3.59,3.59,3.59,,,,,4th Year
5fee18d7-f9cc-5133-a880-e58c1167473f,F,18,21,ASIAN,2.82,2.82,3,3.26,,,Yes,,4th Year
60c82042-76df-5b99-85ad-f7021003bf1a,F,18,21,CAUCASN,2.73,2.88,3.08,3.14,,,Yes,,4th Year
61b2aebe-3a2c-5ece-992a-e6f43813affb,M,18,21,ASIAN,3.75,3.75,3.75,3.75,,,,,4th Year
61d6c674-fffb-5aac-8e24-e6ea994421d6,F,18,21,CAUCASN,3.6,3.6,3.6,3.6,,,,,4th Year
6297d9d7-dc8d-5807-a9a4-88f8928cad07,M,18,21,CAUCASN,3.37,3.37,3.37,3.37,,,,,4th Year
62bbec88-d3a9-5676-8834-4accaa272071,M,18,21,CAUCASN,3.89,3.76,3.76,3.68,,,,,4th Year
62d5424d-c086-5d26-b987-9708c13107ea,M,18,21,HISPANIC LATINO AMER,3.05,2.72,2.93,3.05,,,,,4th Year
62e53d9b-c02e-5d42-9b55-8fe76122bb38,M,18,21,CAUCASN,3.12,3.12,3.12,3.15,,,,,4th Year
640c379c-486e-5f07-80a8-6b2e9eba6c66,F,18,21,HISPANIC LATINO AMER,3.54,3.54,3.54,3.54,,,,,4th Year
642c0811-1413-5632-9fdf-bb01a5c7d0ec,M,18,21,HISPANIC LATINO AMER,3.44,3.24,3.24,3.44,,,Yes,,4th Year
6473270c-de91-5d62-b6f1-26570832a670,M,18,21,CAUCASN,3.32,3.32,3.32,3.32,,,Yes,,4th Year
6481ef1c-8ab9-53fc-9cd3-7ef3786c4770,M,18,21,CAUCASN,3.75,3.75,3.75,3.3,,,Yes,,4th Year
648eebf2-da53-5d9c-948f-3d42fb12b0aa,M,18,21,CAUCASN,3.01,3.01,3.01,3.01,,,,,4th Year
64954853-c99e-5043-9320-cc984035ebdf,F,18,21,HISPANIC LATINO AMER,2.61,2.44,2.47,3.25,,,Yes,,4th Year
656ad8f4-54a3-5549-b8c9-956e2e8a8a8f,F,18,21,AFRO-AM,3.06,3.06,3.06,3.06,,,Yes,,4th Year
65982886-cb32-57b4-884d-50fd5f2c5ba0,F,18,21,ASIAN,2.83,2.83,2.83,3.26,,,Yes,,4th Year
65ba3c6f-0840-55d3-b4cf-e80f33df309f,M,18,21,ASIAN,2.55,2.9,2.9,3.07,,,Yes,,4th Year
65d6da0f-0fac-53c3-93bd-9c283a30af5c,F,18,21,CAUCASN,3.41,3.23,3.23,3.41,,,,,4th Year
664ae93c-fb24-54e9-9eb3-f2b3a6211273,F,18,21,CAUCASN,3.29,3.29,3.29,3.29,,,,,4th Year
666dbd3a-a2a5-50f9-b261-8e04552a5059,F,18,21,ASIAN,3.34,3.34,3.34,3.34,,,Yes,,4th Year
66d7b278-cf1d-5d69-bf35-21671e44437d,F,18,21,ASIAN,3.86,3.86,3.86,3.86,,,Yes,,4th Year
66e6a8c8-3e65-52da-89c0-25a1abbcefaa,M,18,21,HISPANIC LATINO AMER,3.59,3.59,3.59,3.59,,,,,4th Year
67106134-a50e-51a2-aad9-58d9755dc24d,F,18,21,CAUCASN,2.96,2.96,3.01,3.27,,,Yes,,4th Year
6732dec1-ebe8-5cf7-951b-61757471d24d,M,18,21,HISPANIC LATINO AMER,3.22,3.22,3.22,3.22,,,,,4th Year
674fba46-6928-5bfb-8a0a-83842107bee8,F,18,21,ASIAN,3.45,3.3,3.3,3.45,,,Yes,,4th Year
6768896f-862e-55e5-b030-9d485a5a0ce2,F,18,21,CAUCASN,2.87,2.87,3.01,3.08,,,Yes,,4th Year
68d1f0aa-3055-58bb-a1e8-14e09ad2380b,M,18,21,CAUCASN,3.13,3.13,3.13,3.15,,,,,4th Year
68e53ac8-0ba2-5812-b60c-7508eaea4937,F,18,21,HISPANIC LATINO AMER,3.54,3.54,3.54,3.54,,,,,4th Year
69208613-e324-5c00-a241-40c7745d105c,M,18,21,ASIAN,3.36,3.36,3.36,3.36,,,Yes,,4th Year
6931156c-46cb-5c73-b2bd-b530828b73cb,F,18,21,HISPANIC LATINO AMER,3.42,3.35,3.35,3.42,,,Yes,,4th Year
69502952-da03-55d4-8fea-0ce6b5f4901f,M,18,21,CAUCASN,3.58,3.58,3.58,3.58,,,,,4th Year
6962239c-00fc-5383-80c8-88820dc8e127,M,18,21,ASIAN,3.28,3.28,3.28,3.28,,,,,4th Year
69629907-3fd3-55f9-9491-709d9afbf13c,M,18,21,HISPANIC LATINO AMER,3.75,3.75,3.75,3.31,,,Yes,,4th Year
6a0052db-6839-5b8d-bba6-fe63001a60f4,F,18,21,CAUCASN,3.91,3.78,3.78,3.7,,,,,4th Year
6a388f35-ee14-5d09-b849-99a17096b279,M,18,21,ASIAN,3.05,2.73,3.01,3.05,,,Yes,,4th Year
6ad77451-e378-553b-af01-e7b60d09417e,F,18,21,ASIAN,2.96,2.96,3.01,3.01,,,,,4th Year
6bb330a8-f4e4-5e60-9db4-5a9ed314263a,F,18,21,HISPANIC LATINO AMER,3.62,3.62,3.62,3.62,,,Yes,,4th Year
6bc56979-e2aa-5e79-95f5-75027be906f0,M,18,21,HISPANIC LATINO AMER,3.64,3.44,3.44,3.64,,,,,4th Year
6c0da2f0-ee85-51e2-9228-9632510e99af,M,18,21,HISPANIC LATINO AMER,3.75,3.75,3.75,3.32,,,,,4th Year
6c2861ec-b580-5d9e-a006-de59fdd846fc,M,18,21,HISPANIC LATINO AMER,3.3,3.3,3.3,3.3,,,Yes,,4th Year
6c9285ac-4afd-549d-944b-753f40a85d6a,M,18,21,ASIAN,3.32,3.32,3.32,3.32,,,Yes,,4th Year
6d05bb76-5bb2-5943-a26d-94c0b62abfa6,F,18,21,ASIAN,3.55,3.55,3.55,3.55,,,,,4th Year
6d3e3edf-0ea4-59a8-b41f-3691f97ba189,M,18,21,AMER-IND,3.77,3.54,3.54,3.44,,,,,4th Year
6d53509e-0421-580c-82a3-53a98ed64792,F,18,21,ASIAN,3.55,3.55,3.55,3.55,,,,,4th Year
6d9c4f4a-d817-5a78-bb47-93bf3d9f1b8a,M,18,21,CAUCASN,3.36,3.36,3.36,3.36,,,Yes,,4th Year
6ddebbb0-ddc1-54c8-8a61-9412ec2ef4f5,F,18,21,ASIAN,3.33,3.33,3.33,3.33,,,,,4th Year
6de855a9-16eb-5804-bdbf-9820bb4477b0,F,18,21,CAUCASN,2.76,2.76,2.76,3.01,,,,,4th Year
6e6244f6-ec37-58cb-beab-6a697a6fe93e,M,18,21,ASIAN,2.62,2.5,2.56,3.25,,,Yes,,4th Year
6e7eed39-7a92-5d2f-855c-92166098ca84,F,18,21,ASIAN,3.46,3.39,3.39,3.46,,,,,4th Year
6f0fc01e-d4b9-5efd-a9b3-597b33e2e7df,M,18,21,HISPANIC LATINO AMER,3.61,3.61,3.61,3.61,,,Yes,,4th Year
6f1bc1d7-5fed-55e9-b908-a14cd06c6192,M,18,21,HISPANIC LATINO AMER,3.56,3.5,3.5,3.56,,,,,4th Year
6f99ea4e-8945-5f4f-9e64-41d98a5b95e8,F,18,21,ASIAN,3.01,3.01,3.01,3.01,,,,,4th Year
6fcba106-baa0-592b-9c0d-25425425f2ec,M,18,21,CAUCASN,3.6,3.6,3.6,3.6,,,,,4th Year
70d2f515-cff7-54b8-bd97-9c4b631aba62,M,18,21,CAUCASN,2.97,3.07,3.17,3.27,,Yes,Yes,,4th Year
71c3d1e6-4031-57cb-afd8-f6fbe7393203,M,18,21,CAUCASN,2.96,2.96,3.01,3.02,,Yes,,,4th Year
71f8ce28-dfde-50f6-9fd6-dd97d92b0fd2,M,18,21,ASIAN,3.55,3.55,3.55,3.55,,Yes,,,4th Year
7254034c-2f07-56e6-be86-96d7dd0427d3,M,18,21,HISPANIC LATINO AMER,3,2.93,3,3,,,Yes,,4th Year
7299a441-1297-53c8-810b-47c98e4c238d,M,18,21,ASIAN,2.84,2.8,2.8,3.26,,,Yes,,4th Year
72d4793b-13f3-5bf2-8cca-428eb07c70c4,F,18,21,ASIAN,3.43,3.43,3.43,3.43,,,Yes,,4th Year
72dc5f67-f1a7-52ee-97e8-c2257e006a79,M,18,21,CAUCASN,2.89,2.89,2.89,3.08,,,Yes,,4th Year
7321ce85-9dbf-55ea-9072-81f3acafb9d5,M,18,21,CAUCASN,2.51,2.74,3.06,3.03,,,,,4th Year
732b5a8c-9c61-5e16-b098-58a5c979fe33,M,18,21,ASIAN,3.16,3.16,3.16,3.16,,,,,4th Year
7367959f-ec2c-5366-b120-b85576fc0848,F,18,21,HISPANIC LATINO AMER,3.75,3.75,3.75,3.33,,,Yes,,4th Year
740a8365-aa61-53d1-b14d-2af54f6df259,M,18,21,HISPANIC LATINO AMER,3.1,3.1,2.94,3.1,,,,,4th Year
748959fd-fa27-5f5f-b25c-28a53bfa32ec,M,18,21,AFRO-AM,3.35,3.35,3.35,3.35,,,Yes,,4th Year
756b0b19-bfeb-5916-a634-05705a9de06c,M,18,21,HISPANIC LATINO AMER,3.59,3.59,3.59,3.59,,,,,4th Year
7571cee0-ac60-51fa-a68c-e36bc7769b79,M,18,21,CAUCASN,2.63,2.6,3.21,3.25,,Yes,Yes,,4th Year
757aa82a-6b6c-59eb-9652-c517ce9a792c,M,18,21,ASIAN,3.8,3.67,3.67,3.57,,,Yes,,4th Year
759d2e25-ee25-57a1-89a3-b1af99cce4d9,M,18,21,ASIAN,2.97,3.09,3.09,3.11,,,Yes,,4th Year
75c44dd0-b0dc-5b92-a5ee-94936b9df8b8,M,18,21,HISPANIC LATINO AMER,3.33,3.33,3.33,3.33,,,,,4th Year
75c7276b-a6f6-5732-9c6d-3febea046bc3,M,18,21,ASIAN,3.06,3.06,3.06,3.06,,,Yes,,4th Year
75eeebee-2b2b-52ae-9257-04726a7fa552,M,18,21,CAUCASN,3.2,3.2,3.2,3.2,,Yes,,,4th Year
76313266-6c57-578d-be3f-d1bbca3af73f,M,18,21,CAUCASN,2.52,2.78,3.25,3.03,,Yes,,,4th Year
7770a9a3-1de6-5667-be01-84622c8e5492,M,18,21,ASIAN,3.08,3.08,3.24,3.23,,Yes,,,4th Year
777713cd-ea67-5dfc-96cf-7e7ac6a0065a,M,18,21,CAUCASN,3.21,3.21,3.21,3.21,,Yes,,,4th Year
7839da6f-d008-5ef2-8983-ad7ce194c81e,F,18,21,ASIAN,3.57,3.57,3.57,3.57,,,,,4th Year
784e3fc8-f45a-5a8e-9c3b-624e1487e658,F,18,21,ASIAN,3.31,3.31,3.31,3.31,,Yes,,,4th Year
78e105ba-578f-5db0-9abd-ea815aa74f5d,M,18,21,ASIAN,3.43,3.43,3.43,3.43,,Yes,Yes,,4th Year
78fc8efd-9e05-5630-a2ef-d3de7443b873,M,18,21,ASIAN,3.77,3.55,3.55,3.45,,,,,4th Year
79435293-3d60-51b4-bf33-e1a36b46ac51,F,18,21,ASIAN,3.3,3.3,3.3,3.3,,,Yes,,4th Year
79792c3b-93f2-5e12-b8fb-1e9221647bea,M,18,21,AMER-IND,3.28,3.28,3.28,3.28,,,Yes,,4th Year
7a29b421-21f4-5f53-adce-e08fd63d40ca,M,18,21,CAUCASN,3.34,3.34,3.34,3.34,,,Yes,,4th Year
7a76057a-dfd4-5a28-a235-b7f910e6b456,M,18,21,CAUCASN,2.53,2.82,3,3.03,,,,,4th Year
7aba2933-3194-59cf-ad88-79e3a90ad777,M,18,21,ASIAN,3.88,3.7,3.7,3.88,,,Yes,,4th Year
7abe178b-cac6-5954-a46c-518ad79d9c70,M,18,21,CAUCASN,3.3,3.3,3.3,3.3,,,Yes,,4th Year
7b37a7a3-6211-5172-b229-240d268f16b0,F,18,21,CAUCASN,3.75,3.75,3.75,3.34,,,,,4th Year
7b62bea2-b8df-5790-a4fb-3201a4e64b48,M,18,21,ASIAN,3.46,3.4,3.4,3.46,,,,,4th Year
7b88d2ac-9986-57e0-8fc8-c13a37378f90,F,18,21,AMER-IND,3.92,3.79,3.79,3.71,,,,,4th Year
7bf077a9-6ee2-5a6a-ab62-6a244dd1d729,M,18,21,ASIAN,3.34,3.34,3.34,3.34,,,Yes,,4th Year
7c69820f-dfb5-5508-92d7-ab68fbb5af6f,M,18,21,CAUCASN,3.47,3.47,3.47,3.47,,,,,4th Year
7c9d53dd-3d26-5a33-b34e-bab4868426c8,M,18,21,CAUCASN,2.97,3.1,2.9,3.12,,,Yes,,4th Year
7ce5476d-a2df-5870-ba28-d6149ab4c1ff,F,18,21,ASIAN,3,2.94,2.94,3,,,,,4th Year
7dd49d3d-eb07-5158-a91e-353021d26e30,M,18,21,CAUCASN,2.57,2.97,3.03,3.07,,,,,4th Year
7ddd3b77-aef5-5c41-83dd-2738e299ea11,M,18,21,ASIAN,3.39,3.24,3.24,3.39,,,Yes,,4th Year
7e3bf5d1-92e9-5518-a32c-7470cc5a098f,M,18,21,CAUCASN,3.48,3.48,3.48,3.48,,,,,4th Year
7e5ed384-6cc9-58e5-af67-121b2dfb02ae,M,18,21,HISPANIC LATINO AMER,2.88,3,3.01,3.12,,,Yes,,4th Year
7f8a79a5-28e8-5ea8-9c0d-26d076685447,M,18,21,ASIAN,2.85,2.9,2.9,3.26,,,Yes,,4th Year
80810d00-8dd9-58b0-ba07-e7ceec149b20,F,18,21,CAUCASN,3.19,3.19,3.1,3.24,,,,,4th Year
8081dc85-5e05-5780-9be7-7516716a3d72,M,18,21,HISPANIC LATINO AMER,3.49,3.49,3.49,3.49,,,Yes,,4th Year
